"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",1.00278,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BGD","Bangladesh","2019","2019",0.02877,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHN","China","2019","2019",0.86336,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",0.38669,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","DMA","Dominica","2019","2019",1.7957,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","DNK","Denmark","2019","2019",1.71843,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LVA","Latvia","2019","2019",0.44075,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2019","2019",0.16994,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",1.83603,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JOR","Jordan","2019","2019",0.25548,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRB","Barbados","2019","2019",1.56914,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","DEU","Germany","2019","2019",0.53577,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",0.6133,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2019","2019",0.06754,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDV","Maldives","2019","2019",1.97834,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SLV","El Salvador","2019","2019",0.72253,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","JAM","Jamaica","2019","2019",1.98658,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","USA","United States of America","2019","2019",1.34841,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SVN","Slovenia","2019","2019",0.90971,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ESP","Spain","2019","2019",0.43361,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",1.21071,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PER","Peru","2019","2019",0.60263,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","IND","India","2019","2019",1.52744,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GRC","Greece","2019","2019",0.67342,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BGR","Bulgaria","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MEX","Mexico","2019","2019",1.39314,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SGP","Singapore","2019","2019",0.78774,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LTU","Lithuania","2019","2019",0.26434,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2019","2019",1.61821,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MUS","Mauritius","2019","2019",1.03098,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRA","Brazil","2019","2019",1.33372,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NPL","Nepal","2019","2019",1.59118,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWE","Sweden","2019","2019",1.93609,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MYS","Malaysia","2019","2019",0.13413,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",2.21652,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MRT","Mauritania","2019","2019",0.0306,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLT","Malta","2019","2019",1.311,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ARG","Argentina","2019","2019",0.49125,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NLD","Netherlands","2019","2019",0.3498,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","POL","Poland","2019","2019",1.10291,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BTN","Bhutan","2019","2019",2.49116,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.82382,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HRV","Croatia","2019","2019",,"a","Category not applicable"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MLI","Mali","2019","2019",0.63898,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NPL","Nepal","2019","2019",0.40866,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GEO","Georgia","2019","2019",0.09753,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DNK","Denmark","2019","2019",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ESP","Spain","2019","2019",0.74612,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BGR","Bulgaria","2019","2019",1.63147,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ROU","Romania","2019","2019",0.37171,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",0.65559,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","AUT","Austria","2019","2019",1.07445,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MUS","Mauritius","2019","2019",0.09837,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.74269,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SVN","Slovenia","2019","2019",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MMR","Myanmar","2019","2019",0.29255,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MEX","Mexico","2019","2019",0.28153,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","IRL","Ireland","2019","2019",1.05007,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","HND","Honduras","2019","2019",1.10493,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BLZ","Belize","2019","2019",0.75242,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2019","2019",0.15935,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","JPN","Japan","2019","2019",1.11883,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SWE","Sweden","2019","2019",1.26438,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BRA","Brazil","2019","2019",1.27461,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2019","2019",0.86959,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ISR","Israel","2019","2019",0.83827,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","PNG","Papua New Guinea","2019","2019",0.448,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LCA","Saint Lucia","2019","2019",0.78168,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","FIN","Finland","2019","2019",2.36769,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","PER","Peru","2019","2019",1.27727,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MLT","Malta","2019","2019",0.77756,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",2.01311,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","JOR","Jordan","2019","2019",1.31799,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2019","2019",0.23372,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TLS","Timor-Leste","2019","2019",0.25573,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ALB","Albania","2019","2019",2.22834,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2019","2019",1.22298,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ALB","Albania","2019","2019",0.18149,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ARG","Argentina","2019","2019",1.06573,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MLI","Mali","2019","2019",1.75059,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","COK","Cook Islands","2019","2019",0.03491,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NOR","Norway","2019","2019",1.89726,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MCO","Monaco","2019","2019",0.24968,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ESP","Spain","2019","2019",0.93888,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DNK","Denmark","2019","2019",1.09764,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAK","Pakistan","2019","2019",0.39356,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","FRA","France","2019","2019",0.671,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SEN","Senegal","2019","2019",1.03096,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CZE","Czechia","2019","2019",0.92987,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BTN","Bhutan","2019","2019",1.82098,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",0.13429,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MYS","Malaysia","2019","2019",1.56203,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",1.03912,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2019","2019",0.1675,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",0.30561,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PHL","Philippines","2019","2019",0.17683,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BGD","Bangladesh","2019","2019",0.38921,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","EST","Estonia","2019","2019",1.38056,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GMB","Gambia","2019","2019",1.70598,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NLD","Netherlands","2019","2019",2.04462,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","LCA","Saint Lucia","2019","2019",0.3286,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",0.97731,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SVN","Slovenia","2019","2019",1.01852,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CHE","Switzerland","2019","2019",1.6788,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ITA","Italy","2019","2019",0.4886,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",0.36524,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","LUX","Luxembourg","2019","2019",0.44776,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DMA","Dominica","2019","2019",0.88897,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2019","2019",0.12033,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ISL","Iceland","2019","2019",1.06378,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","FJI","Fiji","2019","2019",0.11427,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MRT","Mauritania","2019","2019",0.33859,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MDV","Maldives","2019","2019",0.7852,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LKA","Sri Lanka","2019","2019",0.53109,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IND","India","2019","2019",1.02358,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","JOR","Jordan","2019","2019",0.93675,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LUX","Luxembourg","2019","2019",0.52686,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AND","Andorra","2019","2019",0.67891,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","NOR","Norway","2019","2019",0.79715,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",0.86197,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CHL","Chile","2019","2019",1.02367,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2019","2019",0.81646,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2019","2019",2.89412,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ISL","Iceland","2019","2019",2.22775,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ITA","Italy","2019","2019",0.77742,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MMR","Myanmar","2019","2019",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TCA","Turks and Caicos Islands","2019","2019",0.4627,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SWZ","Eswatini","2019","2019",0.67167,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SLV","El Salvador","2019","2019",1.08585,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SWE","Sweden","2019","2019",0.05472,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CZE","Czechia","2019","2019",1.14657,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","KOR","Republic of Korea","2019","2019",1.9101,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRB","Barbados","2019","2019",1.3325,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GRC","Greece","2019","2019",1.29623,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",1.64104,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ECU","Ecuador","2019","2019",1.18438,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",0.0839,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","PRT","Portugal","2019","2019",1.04804,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ARG","Argentina","2019","2019",1.84059,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","URY","Uruguay","2019","2019",0.4967,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BGD","Bangladesh","2019","2019",0.30773,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LTU","Lithuania","2019","2019",0.74801,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","RWA","Rwanda","2019","2019",0.80223,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ABW","Aruba","2019","2019",1.20962,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CYP","Cyprus","2019","2019",2.19734,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","PHL","Philippines","2019","2019",0.61878,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",1.50118,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2019","2019",1.3277,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",2.40411,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",0.14883,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TLS","Timor-Leste","2019","2019",0.28672,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NIC","Nicaragua","2019","2019",0.17011,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","PAK","Pakistan","2019","2019",0.11657,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","POL","Poland","2019","2019",0.827,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2019","2019",0.01146,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CZE","Czechia","2019","2019",0.57754,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LUX","Luxembourg","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SLE","Sierra Leone","2019","2019",0.55548,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",,"a","Category not applicable"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLT","Malta","2019","2019",1.85319,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",1.33654,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","KOR","Republic of Korea","2019","2019",0.86774,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",1.00276,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",0.98768,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LVA","Latvia","2019","2019",0.82717,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ROU","Romania","2019","2019",0.03207,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CHN","China","2019","2019",1.47283,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUT","Austria","2019","2019",1.72721,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2019","2019",0.88091,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","HRV","Croatia","2019","2019",0.86277,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",1.47847,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MMR","Myanmar","2019","2019",0.07567,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IND","India","2019","2019",0.94263,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BMU","Bermuda","2019","2019",0.08166,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","JAM","Jamaica","2019","2019",1.81586,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","VGB","British Virgin Islands","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ECU","Ecuador","2019","2019",0.45989,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SVN","Slovenia","2019","2019",0.50545,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","URY","Uruguay","2019","2019",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","FRA","France","2019","2019",1.21429,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MEX","Mexico","2019","2019",1.4258,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BGR","Bulgaria","2019","2019",0.81399,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2019","2019",2.24308,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","USA","United States of America","2019","2019",1.71793,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BTN","Bhutan","2019","2019",0.78833,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.66872,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SMR","San Marino","2019","2019",0.50225,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2019","2019",0.42214,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MHL","Marshall Islands","2019","2019",0.68094,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRA","Brazil","2019","2019",2.35016,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","JPN","Japan","2019","2019",0.63669,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BEL","Belgium","2019","2019",1.66851,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ISR","Israel","2019","2019",0.00704,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CYP","Cyprus","2019","2019",1.05606,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","FIN","Finland","2019","2019",0.89912,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AZE","Azerbaijan","2019","2019",0.54985,"+","National Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2019","2019",0.11635,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DEU","Germany","2019","2019",0.81938,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LTU","Lithuania","2019","2019",0.41715,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SGP","Singapore","2019","2019",0.60539,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","EGY","Egypt","2019","2019",0.09037,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CYM","Cayman Islands","2019","2019",0.20095,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","POL","Poland","2019","2019",0.47636,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CHN","China","2019","2019",0.66006,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AGO","Angola","2019","2019",0.83889,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",0.75602,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","EGY","Egypt","2019","2019",0.50678,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TLS","Timor-Leste","2019","2019",0.54032,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SMR","San Marino","2019","2019",0.22289,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",0.67639,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MHL","Marshall Islands","2019","2019",0.21402,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DEU","Germany","2019","2019",0.15407,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","UKR","Ukraine","2019","2019",0.27232,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HND","Honduras","2019","2019",2.59886,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CAN","Canada","2019","2019",,"n","Magnitude nil or negligible"
